0.48,4.97,4.991,0.0625
0.55981,4.97,4.991,0
0.65288,4.97,4.991,0
0.76143,4.97,4.991,0
0.88802,4.968,4.989,0
1.0357,4.97,4.987,0
1.2079,4.97,4.982,0
1.4087,4.965,4.982,22.438
1.6429,4.968,4.982,358.75
1.916,4.965,4.984,358.88
2.2346,4.965,4.982,358.69
2.6061,4.965,4.982,359
3.0394,4.963,4.98,358.69
3.5448,4.963,4.976,358
4.1341,4.959,4.972,358
4.8215,4.957,4.97,357
5.6231,4.953,4.961,357
6.558,4.951,4.957,356
7.6484,4.949,4.953,355
8.92,4.944,4.944,355
10.403,4.942,4.936,355
12.133,4.94,4.93,354
14.15,4.94,4.915,352
16.502,4.94,4.894,350
19.246,4.94,4.856,348
22.446,4.942,4.79,345
26.178,4.944,4.664,340
30.53,4.946,4.409,333
35.606,4.944,3.82,321.38
41.526,4.951,2.288,301.75
48.431,4.953,0.834,55
56.483,4.955,3.125,44.125
65.874,4.959,4.046,30
76.826,4.965,4.475,21
89.599,4.97,4.668,15
104.5,4.974,4.768,12
121.87,4.974,4.821,8
142.13,4.98,4.858,6
165.76,4.982,4.887,4
193.32,4.987,4.908,1.8125
225.46,4.987,4.922,0.9375
262.95,4.991,4.936,358.81
306.67,4.987,4.944,355.75
357.66,4.987,4.955,354.69
417.12,4.984,4.963,353
486.47,4.98,4.971,350.44
567.35,4.974,4.979,347.25
661.68,4.963,4.998,345.13
771.7,4.951,5.008,340.75
900,4.942,5.096,336.69
